"","K543R.bam","K544R.bam","K545L.bam","K546R.bam","V541L.bam","V542L.bam","V548L.bam","V550L.bam"
"ENSRNOG00000051014",0,0,0,0,0,0,0,0
"ENSRNOG00000004332",121,127,99,92,121,111,147,150
"ENSRNOG00000061271",0,0,0,1,1,2,0,0
"ENSRNOG00000023026",9,19,13,12,8,18,33,42
"ENSRNOG00000005214",3,3,0,1,0,0,0,0
"ENSRNOG00000060606",0,0,0,0,0,0,0,0
"ENSRNOG00000005326",220,312,241,281,300,278,287,265
"ENSRNOG00000052876",0,0,0,0,0,0,1,0
"ENSRNOG00000043210",3450,4425,3442,3878,3812,3673,4171,4356
"ENSRNOG00000057321",0,0,0,0,0,0,0,0
"ENSRNOG00000005524",516,600,503,587,564,549,610,798
"ENSRNOG00000022857",139,195,168,202,226,177,161,176
"ENSRNOG00000005982",1291,1642,1341,1556,1653,1309,1450,1733
"ENSRNOG00000054372",0,0,0,0,0,0,0,0
"ENSRNOG00000006185",883,984,838,830,774,788,1024,812
"ENSRNOG00000060432",0,0,0,0,0,0,0,0
"ENSRNOG00000004606",90,190,153,133,105,99,100,72
"ENSRNOG00000036373",0,0,0,0,0,0,0,0
"ENSRNOG00000040438",0,0,0,0,0,0,0,0
"ENSRNOG00000058894",0,0,0,0,0,0,0,0
"ENSRNOG00000054704",0,0,0,0,0,0,0,0
"ENSRNOG00000055797",0,0,0,0,0,0,0,0
"ENSRNOG00000059123",0,0,0,0,0,0,0,0
"ENSRNOG00000004888",395,473,398,396,193,384,423,348
"ENSRNOG00000004959",5132,6255,5000,5212,4802,5720,6104,7345
"ENSRNOG00000052335",0,0,0,0,0,0,0,0
"ENSRNOG00000051648",0,0,0,0,0,0,0,0
"ENSRNOG00000033686",95,102,79,96,95,114,99,92
"ENSRNOG00000054503",0,0,0,0,1,0,0,0
"ENSRNOG00000004992",8957,11195,9170,10172,9983,9906,11434,13499
"ENSRNOG00000027282",608,796,618,754,634,782,810,653
"ENSRNOG00000005248",574,449,365,549,412,447,499,481
"ENSRNOG00000061005",0,9,7,3,11,1,5,14
"ENSRNOG00000054236",0,2,0,0,2,0,2,1
"ENSRNOG00000005393",80,101,71,84,69,99,120,187
"ENSRNOG00000005411",2224,2704,2317,2574,2049,2063,2388,2209
"ENSRNOG00000029052",1,0,0,1,0,1,0,1
"ENSRNOG00000005464",1832,2179,2006,2042,1605,1669,1701,1750
"ENSRNOG00000042277",0,0,0,0,0,1,0,0
"ENSRNOG00000056722",5,12,3,5,10,4,5,1
"ENSRNOG00000054531",4,10,10,10,5,12,6,10
"ENSRNOG00000053517",0,0,0,0,0,0,0,0
"ENSRNOG00000052148",0,0,0,0,0,0,0,0
"ENSRNOG00000058433",0,0,0,0,0,0,0,0
"ENSRNOG00000055875",0,0,0,0,0,0,0,0
"ENSRNOG00000061602",0,0,0,0,0,0,0,0
"ENSRNOG00000006329",1037,1240,1239,1092,853,865,1151,1075
"ENSRNOG00000060673",1,0,0,0,0,1,0,0
"ENSRNOG00000007125",2014,2432,1963,2294,2000,1798,2145,2176
"ENSRNOG00000008079",1219,1404,992,1363,1402,1304,1501,1792
"ENSRNOG00000008103",4937,6156,4968,5539,5773,4879,5441,7701
"ENSRNOG00000054331",212,274,237,305,247,194,211,258
"ENSRNOG00000061119",4,25,18,15,11,6,8,8
"ENSRNOG00000059469",28,36,28,21,39,39,38,31
"ENSRNOG00000008917",1199,1506,1291,1425,1353,1169,1684,1236
"ENSRNOG00000059730",0,0,0,0,0,0,0,0
"ENSRNOG00000056139",0,0,0,0,0,0,0,0
"ENSRNOG00000009220",358,521,404,478,497,471,533,470
"ENSRNOG00000009240",17,22,15,35,44,26,17,11
"ENSRNOG00000033346",455,590,595,651,593,499,506,428
"ENSRNOG00000009267",474,662,554,753,762,633,663,657
"ENSRNOG00000051501",0,2,0,4,2,3,1,0
"ENSRNOG00000009281",566,699,550,732,740,714,680,727
"ENSRNOG00000009639",36,48,44,73,24,34,38,27
"ENSRNOG00000009642",4978,6229,4592,6286,5980,5130,6475,5966
"ENSRNOG00000009881",6,10,7,2,10,16,8,3
"ENSRNOG00000056048",0,0,0,0,0,0,0,0
"ENSRNOG00000009935",3637,4311,3429,3435,3820,3760,4570,4518
"ENSRNOG00000051889",5602,5980,4835,5599,5018,4837,5447,5464
"ENSRNOG00000052142",979,1128,856,1049,1481,1100,1185,1546
"ENSRNOG00000053274",3,2,0,0,0,0,1,0
"ENSRNOG00000051590",3,6,4,4,0,5,6,0
"ENSRNOG00000054669",1109,1197,994,1082,857,902,1241,1075
"ENSRNOG00000054896",339,390,411,486,486,420,436,532
"ENSRNOG00000054151",753,950,848,904,691,669,827,769
"ENSRNOG00000051932",0,3,0,2,1,1,4,0
"ENSRNOG00000054437",39,40,26,36,41,62,68,79
"ENSRNOG00000057383",0,0,0,0,0,0,0,0
"ENSRNOG00000006261",528,622,589,642,624,584,653,690
"ENSRNOG00000058991",0,0,0,0,0,0,0,0
"ENSRNOG00000045800",0,0,0,0,0,0,0,0
"ENSRNOG00000007049",65,88,74,64,69,74,69,47
"ENSRNOG00000037522",18,31,18,18,15,15,15,7
"ENSRNOG00000041575",0,0,0,0,0,0,0,0
"ENSRNOG00000011856",54,49,35,73,31,52,78,64
"ENSRNOG00000055024",6,0,1,3,1,0,3,0
"ENSRNOG00000053953",0,3,0,1,0,2,6,2
"ENSRNOG00000058706",0,0,0,0,0,0,0,0
"ENSRNOG00000027249",289,374,320,384,364,344,446,435
"ENSRNOG00000007864",122,144,100,113,133,110,172,201
"ENSRNOG00000059583",0,0,0,0,0,0,0,0
"ENSRNOG00000053683",0,0,0,2,1,0,0,0
"ENSRNOG00000052432",0,0,0,0,0,0,0,0
"ENSRNOG00000060346",0,0,0,0,0,0,0,0
"ENSRNOG00000057717",2,0,0,0,0,0,0,0
"ENSRNOG00000056561",0,0,0,0,0,0,0,0
"ENSRNOG00000060106",0,0,0,0,0,0,0,0
"ENSRNOG00000003374",67,57,34,28,65,70,66,64
"ENSRNOG00000061848",0,0,0,0,0,0,0,0
"ENSRNOG00000060804",0,0,0,0,0,0,0,0
"ENSRNOG00000036371",0,0,0,0,0,0,0,0
"ENSRNOG00000035514",0,0,0,0,0,0,0,0
"ENSRNOG00000035518",0,0,0,0,0,0,0,0
"ENSRNOG00000054144",0,0,0,0,0,0,0,0
"ENSRNOG00000058945",0,0,0,0,0,0,0,0
"ENSRNOG00000003553",0,2,0,0,5,2,1,0
"ENSRNOG00000060672",0,4,0,0,0,0,0,0
"ENSRNOG00000003600",1084,1255,1053,1212,1164,1113,1186,1212
"ENSRNOG00000003712",3107,3686,3324,3556,2750,2807,3353,3624
"ENSRNOG00000003901",1442,1641,1242,1547,1740,1414,1664,1509
"ENSRNOG00000036370",0,0,0,0,0,0,0,0
"ENSRNOG00000004057",2056,2305,1823,1776,2432,2088,2417,2968
"ENSRNOG00000004145",178,195,225,232,163,181,223,209
"ENSRNOG00000004161",759,947,714,886,877,780,800,903
"ENSRNOG00000004426",5867,7469,5931,9016,9006,8003,6517,6316
"ENSRNOG00000004456",19,35,10,25,19,16,27,24
"ENSRNOG00000052764",1,1,0,0,0,0,0,0
"ENSRNOG00000004621",2121,2483,1939,2113,2766,2727,3066,3303
"ENSRNOG00000037462",1257,1237,1013,863,1031,1225,1072,935
"ENSRNOG00000005434",8726,8990,7919,8274,6667,7501,9187,10085
"ENSRNOG00000057932",0,0,0,0,0,0,0,0
"ENSRNOG00000006356",6,3,6,3,2,2,3,1
"ENSRNOG00000042419",74,109,93,79,99,73,104,116
"ENSRNOG00000028222",0,0,0,0,2,0,0,0
"ENSRNOG00000060340",3959,4891,4139,4468,4328,4146,4951,5975
"ENSRNOG00000022176",41,45,48,37,26,43,45,51
"ENSRNOG00000007283",4425,5551,4447,5402,4035,3831,4722,6404
"ENSRNOG00000001531",144,160,170,177,270,199,212,302
"ENSRNOG00000032471",418,671,556,575,484,477,521,549
"ENSRNOG00000053636",0,0,0,0,0,0,1,4
"ENSRNOG00000056569",0,0,0,0,0,0,0,0
"ENSRNOG00000053320",0,0,0,0,0,0,0,0
"ENSRNOG00000057509",0,0,0,0,0,0,0,0
"ENSRNOG00000062081",0,0,0,0,0,0,0,0
"ENSRNOG00000032307",591,644,542,536,411,494,590,746
"ENSRNOG00000060375",0,0,0,0,0,0,0,0
"ENSRNOG00000052863",0,0,0,0,0,0,0,0
"ENSRNOG00000056935",0,0,0,0,0,0,0,0
"ENSRNOG00000060819",0,0,0,0,0,0,0,0
"ENSRNOG00000053352",0,2,0,1,0,0,0,1
"ENSRNOG00000057029",0,0,0,0,0,0,0,0
"ENSRNOG00000055623",0,0,0,0,0,0,0,0
"ENSRNOG00000055258",0,0,0,0,0,0,0,0
"ENSRNOG00000054615",0,0,0,0,0,0,0,0
"ENSRNOG00000038033",0,0,0,3,0,0,0,0
"ENSRNOG00000053960",0,0,0,0,0,0,0,0
"ENSRNOG00000062084",298,316,310,282,426,62,422,431
"ENSRNOG00000056798",0,0,0,0,0,0,0,0
"ENSRNOG00000052250",0,0,0,0,0,0,0,0
"ENSRNOG00000043185",106,123,69,146,34,42,96,81
"ENSRNOG00000040105",0,0,0,0,2,0,0,0
"ENSRNOG00000059242",0,0,0,0,0,0,0,0
"ENSRNOG00000043886",0,0,0,0,0,0,0,0
"ENSRNOG00000057544",0,0,0,0,0,0,0,0
"ENSRNOG00000048744",0,0,0,0,0,0,0,0
"ENSRNOG00000050926",0,0,0,0,0,0,0,0
"ENSRNOG00000053519",0,0,0,0,0,0,0,0
"ENSRNOG00000048245",0,0,0,0,0,0,0,0
"ENSRNOG00000056533",0,0,0,0,0,0,0,0
"ENSRNOG00000029556",0,0,0,0,0,1,0,0
"ENSRNOG00000054606",0,0,0,0,0,0,0,0
"ENSRNOG00000060209",0,0,0,0,1,1,0,0
"ENSRNOG00000055967",0,0,0,0,0,0,0,0
"ENSRNOG00000056953",0,0,0,0,0,0,0,0
"ENSRNOG00000053198",0,0,0,0,0,0,0,0
"ENSRNOG00000032206",3,3,0,0,4,5,1,1
"ENSRNOG00000059684",0,0,0,0,0,0,0,0
"ENSRNOG00000054848",0,0,0,0,0,0,0,0
"ENSRNOG00000058698",0,0,0,0,0,0,0,0
"ENSRNOG00000014556",0,0,0,0,0,0,0,0
"ENSRNOG00000014859",217,261,235,231,230,290,328,423
"ENSRNOG00000014866",410,466,397,398,350,516,558,598
"ENSRNOG00000015508",1489,1934,1540,1532,1210,1190,1286,1397
"ENSRNOG00000015615",85,83,98,78,59,78,84,105
"ENSRNOG00000002882",1172,1234,1113,1306,790,925,1082,977
"ENSRNOG00000002821",518,533,361,527,406,404,498,373
"ENSRNOG00000047721",0,0,0,0,0,0,0,0
"ENSRNOG00000002791",62,97,75,82,70,84,100,63
"ENSRNOG00000002781",371,434,378,409,265,304,404,244
"ENSRNOG00000002705",1847,2364,2020,2162,1848,2107,2161,2456
"ENSRNOG00000002640",0,0,0,0,0,0,0,0
"ENSRNOG00000002602",0,0,0,0,0,0,0,0
"ENSRNOG00000028194",0,0,0,0,0,0,0,0
"ENSRNOG00000002578",0,0,0,0,0,0,0,0
"ENSRNOG00000031134",1,0,0,0,0,0,0,1
"ENSRNOG00000002583",0,0,0,0,0,0,0,0
"ENSRNOG00000002555",0,0,0,0,0,0,0,0
"ENSRNOG00000060734",0,0,0,0,0,0,0,0
"ENSRNOG00000002460",0,0,0,0,0,0,0,0
"ENSRNOG00000002417",0,0,0,0,0,0,0,0
"ENSRNOG00000046941",0,0,0,0,0,0,0,0
"ENSRNOG00000002396",0,0,0,0,0,0,0,0
"ENSRNOG00000054449",0,0,0,0,0,0,0,0
"ENSRNOG00000059133",1440,1609,1494,1394,1147,1056,1015,1080
"ENSRNOG00000028513",0,0,0,0,0,0,0,0
"ENSRNOG00000053016",0,0,0,0,0,0,0,0
"ENSRNOG00000051373",0,0,0,0,0,0,0,0
"ENSRNOG00000029410",47,65,74,70,73,48,55,61
"ENSRNOG00000032490",18,39,33,40,19,10,17,13
"ENSRNOG00000052258",0,0,0,0,0,0,0,0
"ENSRNOG00000049527",0,0,0,0,0,0,0,0
"ENSRNOG00000057373",0,0,0,0,0,0,0,0
"ENSRNOG00000029841",2,6,3,1,1,0,0,1
"ENSRNOG00000053423",0,0,0,0,0,0,0,0
"ENSRNOG00000002319",2546,3131,2316,2703,2598,2667,3074,2926
"ENSRNOG00000025701",600,689,553,786,728,652,651,862
"ENSRNOG00000062106",0,0,0,0,0,0,1,0
"ENSRNOG00000002376",967,1184,971,1042,1248,1252,1426,1698
"ENSRNOG00000062121",0,0,0,0,0,0,1,0
"ENSRNOG00000060253",0,0,0,0,0,0,0,0
"ENSRNOG00000057270",0,3,0,0,1,0,1,0
"ENSRNOG00000057006",0,1,0,0,0,0,0,0
"ENSRNOG00000002414",1011,1138,800,1031,569,693,652,1002
"ENSRNOG00000049201",0,0,0,1,0,0,0,0
"ENSRNOG00000007261",1,2,6,0,7,1,3,1
"ENSRNOG00000060237",108,123,114,103,70,74,77,54
"ENSRNOG00000002440",406,475,399,424,466,476,484,544
"ENSRNOG00000047257",344,401,301,406,355,365,442,308
"ENSRNOG00000052436",0,1,4,3,2,0,0,0
"ENSRNOG00000002538",144,137,116,150,106,115,118,118
"ENSRNOG00000002625",1438,1776,1350,1579,1436,1487,1868,2163
"ENSRNOG00000056686",0,0,0,0,0,0,0,0
"ENSRNOG00000025484",107,123,107,118,102,133,122,148
"ENSRNOG00000056781",0,0,0,0,0,0,0,0
"ENSRNOG00000057145",0,0,0,0,0,0,0,0
"ENSRNOG00000049766",0,0,3,0,0,0,2,0
"ENSRNOG00000047714",0,0,0,0,2,0,0,0
"ENSRNOG00000046889",1011,1128,727,877,941,829,919,1215
"ENSRNOG00000045570",51,67,43,62,70,82,61,85
"ENSRNOG00000049471",41,57,34,36,45,43,77,87
"ENSRNOG00000050665",0,0,0,0,0,0,0,0
"ENSRNOG00000046863",0,0,0,0,0,0,0,0
"ENSRNOG00000056580",56,70,66,74,61,46,65,58
"ENSRNOG00000052801",0,0,0,0,0,0,0,0
"ENSRNOG00000002478",146,211,190,241,171,172,202,189
"ENSRNOG00000002514",241,247,241,408,224,254,319,332
"ENSRNOG00000002549",215,261,213,256,249,205,235,206
"ENSRNOG00000046711",2046,2285,2033,1885,1649,1292,1395,1545
"ENSRNOG00000025430",480,701,638,823,818,685,792,878
"ENSRNOG00000029868",0,0,0,0,0,0,0,0
"ENSRNOG00000060402",1,0,0,0,0,0,0,0
"ENSRNOG00000002595",62,53,49,40,33,48,33,20
"ENSRNOG00000058901",0,0,0,0,0,0,0,0
"ENSRNOG00000039928",4,12,8,4,3,6,6,1
"ENSRNOG00000061545",3,5,3,9,0,1,7,4
"ENSRNOG00000003206",4168,4729,4789,4690,5130,5313,6468,5999
"ENSRNOG00000030481",555,790,665,800,780,354,622,446
"ENSRNOG00000060765",0,0,0,0,0,0,0,0
"ENSRNOG00000003403",1428,1879,1509,1783,1325,1361,1491,1389
"ENSRNOG00000021586",46,87,70,109,64,102,98,134
"ENSRNOG00000003453",130,182,115,252,187,226,214,189
"ENSRNOG00000058034",0,0,0,0,0,0,0,0
"ENSRNOG00000021553",108,180,122,159,94,77,137,139
"ENSRNOG00000036368",0,0,0,0,0,0,0,0
"ENSRNOG00000049403",59,58,40,64,24,50,60,81
"ENSRNOG00000056388",0,1,0,2,1,1,1,0
"ENSRNOG00000048922",661,832,730,696,554,814,909,930
"ENSRNOG00000047684",0,0,0,0,0,0,0,0
"ENSRNOG00000003614",530,611,415,555,303,498,569,647
"ENSRNOG00000053218",0,0,0,0,0,0,0,0
"ENSRNOG00000003769",323,362,295,232,423,446,358,347
"ENSRNOG00000003884",0,0,0,0,0,1,2,1
"ENSRNOG00000017113",1786,2091,2069,2110,1210,1238,1376,1279
"ENSRNOG00000003952",0,5,10,0,0,2,0,0
"ENSRNOG00000054237",3,3,2,6,1,2,1,2
"ENSRNOG00000003953",2178,2221,2661,2690,1462,1533,1630,2155
"ENSRNOG00000003979",178,197,162,201,196,180,227,187
"ENSRNOG00000049021",0,0,0,0,0,0,0,0
"ENSRNOG00000004099",2010,2238,1837,2030,1838,2006,2571,2605
"ENSRNOG00000035534",0,0,0,0,0,0,0,0
"ENSRNOG00000003625",3360,4125,3500,4084,3916,3687,3896,4946
"ENSRNOG00000003681",23,31,32,10,18,13,21,24
"ENSRNOG00000003703",2540,2621,2253,2562,2948,2508,3103,3691
"ENSRNOG00000003743",2018,2609,2056,2609,2269,2143,2289,2727
"ENSRNOG00000052517",0,0,0,0,0,0,0,0
"ENSRNOG00000003866",26,18,16,21,28,15,30,15
"ENSRNOG00000058296",0,0,0,0,0,0,0,0
"ENSRNOG00000059385",0,0,0,0,0,0,0,0
"ENSRNOG00000059085",0,0,0,0,0,0,0,0
"ENSRNOG00000003878",2,2,3,5,4,6,3,4
"ENSRNOG00000003927",478,601,490,450,618,589,758,796
"ENSRNOG00000054104",0,0,0,0,0,0,0,0
"ENSRNOG00000025862",5,6,2,10,0,4,10,18
"ENSRNOG00000004062",14,19,16,17,28,19,39,21
"ENSRNOG00000030374",116,122,97,124,98,123,145,144
"ENSRNOG00000004125",114,139,90,95,165,120,142,171
"ENSRNOG00000004162",3374,3441,3244,2618,2673,3249,3343,3341
"ENSRNOG00000025704",130,173,151,151,69,139,134,183
"ENSRNOG00000004341",1,2,1,2,2,1,0,1
"ENSRNOG00000004393",0,0,4,1,0,2,0,4
"ENSRNOG00000004405",0,2,6,6,6,10,14,9
"ENSRNOG00000004441",0,0,0,0,0,0,0,0
"ENSRNOG00000004470",0,0,0,0,0,0,0,0
"ENSRNOG00000004633",0,0,0,0,0,0,0,0
"ENSRNOG00000025571",0,1,0,0,0,0,0,1
"ENSRNOG00000004647",0,0,0,0,0,0,3,0
"ENSRNOG00000004726",1355,1747,1399,1882,1528,1390,1693,2477
"ENSRNOG00000055013",0,0,0,0,0,0,0,0
"ENSRNOG00000004870",51,54,56,51,64,46,67,55
"ENSRNOG00000004910",480,633,455,634,586,537,659,765
"ENSRNOG00000005342",48,58,33,57,49,36,50,28
"ENSRNOG00000025100",6,3,11,6,9,19,20,14
"ENSRNOG00000006733",291,261,306,278,289,357,477,360
"ENSRNOG00000042747",45,42,27,31,65,51,50,53
"ENSRNOG00000048522",6,5,1,6,1,4,2,20
"ENSRNOG00000058523",0,0,0,0,1,0,0,2
"ENSRNOG00000049261",4,4,1,1,1,3,0,9
"ENSRNOG00000006963",0,1,0,0,0,0,0,0
"ENSRNOG00000039754",5,4,11,6,8,9,19,11
"ENSRNOG00000029514",0,0,0,0,0,0,0,0
"ENSRNOG00000039745",0,0,0,0,0,0,0,0
"ENSRNOG00000042320",270,290,286,388,260,286,327,219
"ENSRNOG00000049641",127,198,153,212,188,157,135,134
"ENSRNOG00000047287",3048,3819,2789,2831,2956,3041,3748,4019
"ENSRNOG00000007591",6,0,6,2,1,11,8,1
"ENSRNOG00000007887",647,790,721,690,575,579,680,694
"ENSRNOG00000024657",21,22,17,16,12,17,12,10
"ENSRNOG00000008137",363,356,316,478,395,382,414,586
"ENSRNOG00000051244",0,0,0,0,1,0,0,0
"ENSRNOG00000035621",0,0,0,0,0,0,0,0
"ENSRNOG00000062103",0,0,0,0,0,0,0,0
"ENSRNOG00000000036",3451,4329,4086,3896,2283,2368,2779,2581
"ENSRNOG00000000034",39,51,74,79,23,23,52,21
"ENSRNOG00000000033",315,409,362,427,576,460,549,453
"ENSRNOG00000021298",1229,1462,1208,1439,1160,1052,1178,1134
"ENSRNOG00000021289",1090,1495,1168,1384,1217,1140,1253,1259
"ENSRNOG00000028752",17,41,25,29,27,15,25,29
"ENSRNOG00000009033",4,3,2,3,1,2,9,1
"ENSRNOG00000054094",0,0,0,0,0,0,0,0
"ENSRNOG00000030515",3162,3358,2949,3255,2678,2942,3482,3770
"ENSRNOG00000052543",0,0,0,0,0,0,0,0
"ENSRNOG00000009691",1243,1274,1181,1214,1452,1373,1555,1469
"ENSRNOG00000009696",1079,1204,996,999,604,874,956,1049
"ENSRNOG00000029938",328,353,343,296,449,526,506,418
"ENSRNOG00000028493",1843,2145,1651,1823,1686,1792,1964,2017
"ENSRNOG00000060611",18,17,14,14,23,11,5,23
"ENSRNOG00000003031",3453,4036,3118,3166,3036,3076,3806,2312
"ENSRNOG00000028250",6,8,16,2,8,3,11,4
"ENSRNOG00000053210",2811,3244,3133,3279,2747,2798,2882,2828
"ENSRNOG00000029418",34,55,66,55,60,38,58,30
"ENSRNOG00000028353",319,477,414,458,449,394,437,359
"ENSRNOG00000028368",30,52,28,31,31,35,27,37
"ENSRNOG00000002937",14,9,5,7,5,11,4,0
"ENSRNOG00000047481",185,164,126,170,105,86,104,74
"ENSRNOG00000002936",461,531,430,616,427,330,425,602
"ENSRNOG00000002907",5354,6038,5328,5861,5040,4547,5244,4842
"ENSRNOG00000051347",0,0,0,0,0,0,0,0
"ENSRNOG00000003059",229,295,214,207,239,181,179,138
"ENSRNOG00000003120",2,1,0,0,0,1,0,0
"ENSRNOG00000059225",245,288,232,269,112,157,186,130
"ENSRNOG00000003183",54,87,52,70,76,44,98,61
"ENSRNOG00000003300",1593,2308,1966,2421,2137,1653,2405,2314
"ENSRNOG00000028072",0,0,0,0,0,0,0,0
"ENSRNOG00000053272",12,18,10,8,17,13,11,18
"ENSRNOG00000003336",136,206,210,258,213,177,251,172
"ENSRNOG00000003442",457,512,541,577,403,493,672,505
"ENSRNOG00000030743",1,0,0,0,0,0,0,0
"ENSRNOG00000003494",177,206,103,131,181,180,177,58
"ENSRNOG00000003594",1688,2127,1477,1688,1883,1802,2068,2074
"ENSRNOG00000027702",0,0,0,0,0,1,0,0
"ENSRNOG00000003973",413,499,377,429,516,425,455,374
"ENSRNOG00000004143",2393,2987,2410,2679,2595,2651,3022,2845
"ENSRNOG00000004193",779,964,814,1001,955,904,920,870
"ENSRNOG00000027593",15,19,20,15,2,10,6,15
"ENSRNOG00000004424",1272,1554,1354,1718,1458,1269,1530,1641
"ENSRNOG00000061914",13,18,24,8,17,6,12,13
"ENSRNOG00000057117",5,6,8,1,1,4,7,0
"ENSRNOG00000039568",1,2,2,1,0,2,1,0
"ENSRNOG00000060544",2175,2697,2470,2804,2276,2253,2372,2599
"ENSRNOG00000004756",3,7,1,5,1,5,2,6
"ENSRNOG00000051440",1861,2107,1844,1833,1193,1469,1526,1608
"ENSRNOG00000005038",391,430,276,132,688,469,658,730
"ENSRNOG00000005093",48,75,56,54,33,47,59,65
"ENSRNOG00000005277",475,531,244,344,460,434,479,369
"ENSRNOG00000057663",0,2,1,1,2,2,0,0
"ENSRNOG00000005807",152,234,190,184,154,150,180,179
"ENSRNOG00000005988",1975,2427,1992,2383,2063,2228,2280,2154
"ENSRNOG00000044610",15,23,37,21,13,12,23,16
"ENSRNOG00000006237",0,1,1,2,2,1,1,7
"ENSRNOG00000006330",1398,2013,2371,2628,1691,1608,1875,3036
"ENSRNOG00000006720",1816,2120,1896,2364,2276,2013,2151,2697
"ENSRNOG00000007040",1047,1314,1048,1223,1273,1170,1207,1535
"ENSRNOG00000051548",5,7,3,8,4,9,4,3
"ENSRNOG00000007369",233,283,242,296,272,247,320,372
"ENSRNOG00000007418",3870,4198,3605,3774,3619,3775,4377,4849
"ENSRNOG00000061301",37,48,33,54,73,39,52,52
"ENSRNOG00000056474",92,75,55,85,94,59,82,95
"ENSRNOG00000008425",584,544,426,538,406,537,650,626
"ENSRNOG00000047923",0,0,0,0,0,0,0,0
"ENSRNOG00000026400",0,0,0,0,0,0,0,0
"ENSRNOG00000008937",1053,1430,1089,1097,1230,1072,1387,1616
"ENSRNOG00000009068",238,258,192,373,354,260,286,186
"ENSRNOG00000009073",4,1,3,0,0,1,3,16
"ENSRNOG00000009144",802,752,494,1150,928,908,1145,908
"ENSRNOG00000033734",8,1,0,2,6,2,4,0
"ENSRNOG00000010076",0,7,0,0,0,0,5,0
"ENSRNOG00000026087",1,2,0,0,0,0,0,0
"ENSRNOG00000010204",861,998,737,921,971,845,975,1100
"ENSRNOG00000033391",0,0,0,0,0,0,0,0
"ENSRNOG00000046231",55,47,38,83,69,69,84,152
"ENSRNOG00000008471",159,186,263,219,131,230,283,148
"ENSRNOG00000025987",0,0,0,0,0,0,0,0
"ENSRNOG00000025964",0,0,0,0,0,0,0,0
"ENSRNOG00000025948",7,22,5,6,14,11,27,30
"ENSRNOG00000008603",0,0,1,0,0,0,2,0
"ENSRNOG00000008741",2914,3540,3270,3458,3227,3233,3717,4372
"ENSRNOG00000030278",0,0,0,0,0,0,0,0
"ENSRNOG00000042451",447,515,397,457,341,357,502,423
"ENSRNOG00000037211",513,572,340,195,525,522,764,838
"ENSRNOG00000058643",507,554,610,663,460,518,514,591
"ENSRNOG00000059794",0,0,0,0,0,0,0,0
"ENSRNOG00000036366",0,0,0,0,0,0,0,0
"ENSRNOG00000029425",17,43,32,27,28,20,25,29
"ENSRNOG00000000653",3,2,3,1,4,1,6,0
"ENSRNOG00000058197",0,0,0,0,0,0,0,0
"ENSRNOG00000052244",0,0,0,0,0,0,0,0
"ENSRNOG00000059607",0,0,0,0,0,0,0,0
"ENSRNOG00000051971",0,0,0,0,0,0,0,0
"ENSRNOG00000054095",0,0,0,0,0,0,0,0
"ENSRNOG00000048051",11,15,7,17,14,4,6,6
"ENSRNOG00000035494",0,0,4,5,3,0,0,1
"ENSRNOG00000035590",1,4,7,1,7,2,3,1
"ENSRNOG00000000655",10,2,16,9,20,37,29,12
"ENSRNOG00000022480",0,0,0,0,0,0,0,0
"ENSRNOG00000000657",268,311,346,344,239,303,418,553
"ENSRNOG00000039332",0,0,0,0,0,0,0,0
"ENSRNOG00000010357",2,1,0,3,3,0,0,2
"ENSRNOG00000043374",110,156,125,144,130,143,144,157
"ENSRNOG00000035961",0,0,0,0,0,0,0,0
"ENSRNOG00000011063",145,138,151,146,83,141,152,224
"ENSRNOG00000055999",0,0,0,0,0,0,0,0
"ENSRNOG00000022174",0,2,0,0,0,0,2,0
"ENSRNOG00000010903",17,20,6,18,11,4,5,13
"ENSRNOG00000011137",442,492,411,451,242,584,525,683
"ENSRNOG00000012318",1190,1346,1019,470,1703,1558,2011,2324
"ENSRNOG00000052029",4,5,7,1,3,1,3,1
"ENSRNOG00000012613",592,1062,723,957,559,651,804,956
"ENSRNOG00000021575",11,9,3,6,5,3,6,5
"ENSRNOG00000052604",10,13,6,16,7,0,6,13
"ENSRNOG00000042901",74,192,63,183,26,65,67,276
"ENSRNOG00000042369",15,34,10,26,8,11,22,38
"ENSRNOG00000030715",0,0,0,0,0,0,0,0
"ENSRNOG00000013312",16,5,7,7,15,11,13,7
"ENSRNOG00000051902",0,0,0,0,0,0,0,0
"ENSRNOG00000059603",0,0,0,0,0,0,0,0
"ENSRNOG00000056288",0,0,0,0,0,0,0,0
"ENSRNOG00000036200",0,0,0,0,0,0,0,0
"ENSRNOG00000061752",0,0,0,0,0,0,0,0
"ENSRNOG00000003258",516,644,606,694,552,534,619,752
"ENSRNOG00000003251",371,477,225,313,168,160,188,211
"ENSRNOG00000003385",535,588,461,579,525,539,580,633
"ENSRNOG00000003545",449,503,415,513,559,512,573,609
"ENSRNOG00000003434",531,587,571,650,343,691,643,926
"ENSRNOG00000056434",26,32,21,15,22,16,12,25
"ENSRNOG00000055008",0,0,0,0,0,0,0,0
"ENSRNOG00000055995",0,0,0,0,0,0,0,0
"ENSRNOG00000003687",88,83,87,50,49,63,70,44
"ENSRNOG00000003888",0,0,0,0,0,2,0,0
"ENSRNOG00000003895",0,0,0,0,0,0,0,0
"ENSRNOG00000056369",0,0,0,0,0,0,0,0
"ENSRNOG00000058486",3,8,4,9,16,8,7,5
